TikTok Metadata,,,,,,,,,,,,Song Metadata,,,,,Time Length,,,BPM,,Lyrics,,,,,,
Song Rank,Link,Video File Name,Creator,Follower Count,Category,Verified?,Like Count,View Count,Like Count (M),View Count (M),Post Date,Name,Artist,Genre,Release Year,"Notes (remixed, another audio overlayed, etc)",Length of Song,Clip Timestamp,Clip Length (sec),Avg BPM of Full Song,Avg BPM of Clip,Full - Total word #,Full - Total unique word#,Full - Repetition Ratio,Clip - Total word #,Clip - Total unique word#,Clip - Repetition Ratio,Clip Location
9,https://www.tiktok.com/@eat_official5/video/7483054384453111041,Anxiety_3,@eat_official5,"2,300,000",Dance,1,7.9M,137M,7.9,137,3/18/2025,Anxiety,Doechii,Pop Rap,2025,somebodys watching me,4:09,1:29 - 1:45,16,129,129,519,141,0.7283,,,,Refrain + Chorus
9,https://www.tiktok.com/@hbomaxbr/video/7479060321546652933,Anxiety_4,@hbomaxbr,"2,200,000",Humor,1,7.6M,70M,7.6,70,3/7/2025,Anxiety,Doechii,Pop Rap,2025,i feel it quietly,4:09,1:21 - 1:41,20,129,129,519,141,0.7283,,,,Refrain + Chorus
9,https://www.tiktok.com/@raye/video/7479537744583085334,Anxiety_5,@raye,"3,600,000",Humor,1,5.9M,38.9M,5.9,38.9,3/8/2025,Anxiety,Doechii,Pop Rap,2025,somebodys watching me,4:09,1:29 - 1:45,16,129,129,519,141,0.7283,,,,Refrain + Chorus
9,https://www.tiktok.com/@imgustavosena/video/7478426894061358341,Anxiety_6,@imgustavosena,"3,700,000",Dance,0,5.7M,47.9M,5.7,47.9,3/5/2025,Anxiety,Doechii,Pop Rap,2025,i feel it quietly,4:09,1:21 - 1:41,20,129,129,519,141,0.7283,,,,Refrain + Chorus
9,https://www.tiktok.com/@legohugs/video/7490310692440902943,Anxiety_7,@legohugs,"954,100",Hair + Makeup,0,5.6M,70.4M,5.6,70.4,4/6/2025,Anxiety,Doechii,Pop Rap,2025,extended,4:09,1:26 - 2:25,59,129,129,519,141,0.7283,,,,Refrain + Chorus + Verse 2
9,https://www.tiktok.com/@fatima.v.l/video/7480216622511213830,Anxiety_8,@fatima.v.l,"17,300",Humor,0,5.4M,35.2M,5.4,35.2,3/10/2025,Anxiety,Doechii,Pop Rap,2025,anxiety keep on trying me,4:09,1:18 - 1:36,18,129,129,519,141,0.7283,,,,Refrain + Chorus
9,https://www.tiktok.com/@rae.revord/video/7483186537467776302,Anxiety_9,@rae.revord,"5,600,000",Dance,1,5M,57.9M,5,57.9,3/18/2025,Anxiety,Doechii,Pop Rap,2025,somebodys watching me,4:09,1:29 - 1:45,16,129,129,519,141,0.7283,,,,Refrain + Chorus
9,https://www.tiktok.com/@satisfyingyourmom/video/7480257680058109227,Anxiety_10,@satisfyingyourmom,"9,855",Humor,0,4.4M,47M,4.4,47,3/10/2025,Anxiety,Doechii,Pop Rap,2025,extended 2,4:09,1:29 - 1:55,26,129,129,519,141,0.7283,,,,Refrain + Chorus
10,https://www.tiktok.com/@.lara._.888/video/7480603649069026582?_r=1&_t=ZT-95AWGpOgT3F,SailorSong_1,@.lara._.888,"111,900",Wholesome/Emotional,0,11.9M,73.3M,11.9,73.3,3/11/25,Sailor Song,Gigi Perez,Indie Folk,2024,i sleep ,3:31,2:50 - 3:02,12,95,95,316,128,0.5949,28,12,0.5714,Chorus
10,https://www.tiktok.com/@maddyspamms/video/7440114969770839339?_r=1&_t=ZT-95M33ooUnCn,SailorSong_2,@maddyspamms,"30,900",Wholesome/Emotional,0,10.6M,57.9M,10.6,57.9,11/22/2024,Sailor Song,Gigi Perez,Indie Folk,2024,do the things,3:31,0:55 - 1:14,19,95,95,316,128,0.5949,,,,Verse 1 + Chorus
10,https://www.tiktok.com/@cayden_lol/video/7411291930442698026?_r=1&_t=ZT-95M33zJ4NOn,SailorSong_3,@cayden_lol,"270,500",Humor,0,5.9M,37.6M,5.9,37.6,9/5/2024,Sailor Song,Gigi Perez,Indie Folk,2024,do the things,3:31,0:55 - 1:14,19,95,95,316,128,0.5949,,,,Verse 1 + Chorus
10,https://www.tiktok.com/@cozy.zapas/video/7495676477103557910?_r=1&_t=ZT-95M346wGNqv,SailorSong_4,@cozy.zapas,"298,500",Wholesome/Emotional,0,5.9M,30.8M,5.9,30.8,4/21/2025,Sailor Song,Gigi Perez,Indie Folk,2024,do the things,3:31,0:55 - 1:14,19,95,95,316,128,0.5949,,,,Verse 1 + Chorus
10,https://www.tiktok.com/@breannakate04/video/7445534367914413342?_r=1&_t=ZT-95M355wqcHu,SailorSong_5,@breannakate04,"28,300",Wholesome/Emotional,0,5.7M,35.6M,5.7,35.6,12/7/2024,Sailor Song,Gigi Perez,Indie Folk,2024,I saw her,3:31,0:24 - 1:14,50,95,95,316,128,0.5949,,,,Verse 1
10,https://www.tiktok.com/@ainsley999/video/7474369439861886250?_r=1&_t=ZT-95M35Zyx8uL,SailorSong_6,@ainsley999,"21,200",Wholesome/Emotional,0,5.6M,29.3M,5.6,29.3,2/22/2025,Sailor Song,Gigi Perez,Indie Folk,2024,came up to my knees,3:31,0:44 - 1:14,30,95,95,316,128,0.5949,,,,Verse 1 + Chorus
10,https://www.tiktok.com/@thatblue__2ndgen/video/7407248529036561695?_r=1&_t=ZT-95M36zdJkwH,SailorSong_7,@thatblue__2ndgen,"28,400",Aesthetic,0,5.3M,25.9M,5.3,25.9,8/25/2024,Sailor Song,Gigi Perez,Indie Folk,2024,wont you kiss me,3:31,1:04 - 1:14,10,95,95,316,128,0.5949,,,,Chorus
10,https://www.tiktok.com/@grandadfrankk/video/7455792115981896993?_r=1&_t=ZT-95M36HZoQbl,SailorSong_8,@grandadfrankk,"7,900,000",Wholesome/Emotional,0,5.2M,26.9M,5.2,26.9,1/3/2025,Sailor Song,Gigi Perez,Indie Folk,2024,Sped Up/spit out,3:31,2:18 - 2:30,12,95,103,316,128,0.5949,,,,Verse 2 + Chorus
10,https://www.tiktok.com/@ylanast/video/7439426400588762424?_r=1&_t=ZT-95M37hRlNhm,SailorSong_9,@ylanast,"2,100,000",Art,0,5M,35.8M,5,35.8,11/20/2024,Sailor Song,Gigi Perez,Indie Folk,2024,came up to my knees,3:31,0:44 - 1:14,30,95,95,316,128,0.5949,,,,Verse 1 + Chorus
10,https://www.tiktok.com/@g_flickss/video/7415105638801411370?_r=1&_t=ZT-95M487fK0zu,SailorSong_10,@g_flickss,"17,500",Wholesome/Emotional,0,4.8M,27.9M,4.8,27.9,9/16/2024,Sailor Song,Gigi Perez,Indie Folk,2024,came up to my knees,3:31,0:44 - 1:14,30,95,95,316,128,0.5949,,,,Verse 1 + Chorus
11,https://www.tiktok.com/@mrbeast/video/7505849400019717406,ShakeItToTheMax_1,@mrbeast,"126,600,000",Humor,1,28.4M,317.5M,28.4,317.5,5/18/25,Shake it To The Max (FLY) (Remix),"MOLIY, Silent Addy, Skillibeng, Shensea",Hip-Hop,2024,remix in intro?,2:58,0:07 - 0:19,12,98,99,624,186,0.7019,49,32,0.3469,Chorus
11,https://www.tiktok.com/@iamurhope/video/7499046713152277778,ShakeItToTheMax_2,@iamurhope,"17,800,000",Dance,1,10.3M,76.6M,10.3,76.6,4/30/25,Shake it To The Max (FLY) (Remix),"MOLIY, Silent Addy, Skillibeng, Shensea",Hip-Hop,2024,,2:58,0:05 - 0:20,15,98,99,624,186,0.7019,53,33,0.3774,Intro + Chorus
11,https://www.tiktok.com/@neafeas/video/7512863113734016274,ShakeItToTheMax_3,@neafeas,"14,100,000",Dance,0,6.6M,105.6M,6.6,105.6,6/6/25,Shake it To The Max (FLY) (Remix),"MOLIY, Silent Addy, Skillibeng, Shensea",Hip-Hop,2024,,2:58,0:05 - 0:20,15,98,99,624,186,0.7019,53,33,0.3774,Intro + Chorus
11,https://www.tiktok.com/@sulumotion/video/7499857937783885062,ShakeItToTheMax_4,@sulumotion,"1,700,000",Dance,0,5.9M,61.6M,5.9,61.6,5/2/25,Shake it To The Max (FLY) (Remix),"MOLIY, Silent Addy, Skillibeng, Shensea",Hip-Hop,2024,,2:58,0:05 - 0:20,15,98,99,624,186,0.7019,53,33,0.3774,Intro + Chorus
11,https://www.tiktok.com/@sofiamins_art/video/7501473416105626882,ShakeItToTheMax_5,@sofiamins_art,"1,800,000",Art,0,5.4M,50M,5.4,50,5/6/25,Shake it To The Max (FLY) (Remix),"MOLIY, Silent Addy, Skillibeng, Shensea",Hip-Hop,2024,short,2:58,0:06 - 0:14,8,98,99,624,186,0.7019,30,24,0.2000,Intro + Chorus
11,https://www.tiktok.com/@nianaguerrero/video/7507657768602586375,ShakeItToTheMax_6,@nianaguerrero,"46,600,000",Dance,1,5.3M,56.4M,5.3,56.4,5/23/25,Shake it To The Max (FLY) (Remix),"MOLIY, Silent Addy, Skillibeng, Shensea",Hip-Hop,2024,,2:58,0:05 - 0:20,15,98,99,624,186,0.7019,53,33,0.3774,Intro + Chorus
11,https://www.tiktok.com/@playsidegg/video/7511413105948233016,ShakeItToTheMax_7,@playsidegg,"136,000",Humor,0,5.2M,94.5M,5.2,94.5,6/2/25,Shake it To The Max (FLY) (Remix),"MOLIY, Silent Addy, Skillibeng, Shensea",Hip-Hop,2024,,2:58,0:05 - 0:20,15,98,99,624,186,0.7019,53,33,0.3774,Intro + Chorus
11,https://www.tiktok.com/@barbaramirezzz/video/7489308145542532383,ShakeItToTheMax_8,@barbaramirezzz,"10,400,000",Dance,0,5.1M,53.6M,5.1,53.6,4/4/25,Shake it To The Max (FLY) (Remix),"MOLIY, Silent Addy, Skillibeng, Shensea",Hip-Hop,2024,,2:58,0:05 - 0:20,15,98,99,624,186,0.7019,53,33,0.3774,Intro + Chorus
11,https://www.tiktok.com/@leegookin/video/7505070383473741063,ShakeItToTheMax_9,@leegookin,"5,200,000",Humor,0,4.6M,43.6M,4.6,43.6,5/16/25,Shake it To The Max (FLY) (Remix),"MOLIY, Silent Addy, Skillibeng, Shensea",Hip-Hop,2024,,2:58,0:05 - 0:20,15,98,99,624,186,0.7019,53,33,0.3774,Intro + Chorus
11,https://www.tiktok.com/@collageofus/video/7495006964989185302,ShakeItToTheMax_10,@collageofus,"43,500",Humor,0,4.5M,83.5M,4.5,83.5,4/19/25,Shake it To The Max (FLY) (Remix),"MOLIY, Silent Addy, Skillibeng, Shensea",Hip-Hop,2024,extended,2:58,0:05 - 0:30,25,98,99,624,186,0.7019,88,41,0.5341,Intro + Chorus + Post-Chorus
12,https://www.tiktok.com/t/ZTkhsAGkB/,OceanEyes_1,@mynameis.mimii,"43,300",Animals,0,11.1M,77.6M,11.1,77.6,9/12/2025,ocean eyes,Billie Eilish,Contemporary R&B,2017,,3:20,1:48 - 1:59,11,145,78,214,105,0.5093,19,17,0.1053,Chorus
12,https://www.tiktok.com/t/ZTkhs9bDD/,OceanEyes_2,@brookemonk_,"46,500,000",Aesthetic,0,9.5M,98.8M,9.5,98.8,9/8/2025,ocean eyes,Billie Eilish,Contemporary R&B,2017,,3:20,1:48 - 1:54,6,,,,,,,,,
12,https://www.tiktok.com/t/ZTkhnnTdV/,OceanEyes_3,@only1russjr,"1,800,000",Aesthetic,0,7.6M,68M,7.6,68,9/6/2025,ocean eyes,Billie Eilish,Contemporary R&B,2017,,3:20,1:48 - 1:53,5,,,,,,,,,
12,https://www.tiktok.com/t/ZTkhnPrcB/,OceanEyes_4,@serramzinha,"1,800,000",Aesthetic,0,5.5M,42M,5.5,42,9/4/2025,ocean eyes,Billie Eilish,Contemporary R&B,2017,,3:20,1:48 - 1:56,8,,,,,,,,,
12,https://www.tiktok.com/t/ZTkhna3TS/,OceanEyes_5,@kirkiimad,"10,300,000",Tutorial,0,5.2M,123M,5.2,123,9/11/2025,ocean eyes,Billie Eilish,Contemporary R&B,2017,,3:20,1:48 - 1:58,10,,,,,,,,,
12,https://www.tiktok.com/t/ZTkhn5RX6/,OceanEyes_6,@edysilvaaoficial,"21,000,000",Humor,0,4.7M,67.8M,4.7,67.8,9/19/2025,ocean eyes,Billie Eilish,Contemporary R&B,2017,,3:20,1:48 - 1:54,6,,,,,,,,,
12,https://www.tiktok.com/t/ZTkhn5mXC/,OceanEyes_7,@salish,"6,700,000",Aesthetic,0,4M,55.3M,4,55.3,9/14/2025,ocean eyes,Billie Eilish,Contemporary R&B,2017,,3:20,1:48 - 1:54,6,,,,,,,,,
12,https://www.tiktok.com/t/ZTkhnP3vg/,OceanEyes_8,@itsyagirl.saratonin,"54,900",Humor,0,4M,40.6M,4,40.6,9/9/2025,ocean eyes,Billie Eilish,Contemporary R&B,2017,,3:20,1:48 - 2:02,14,,,,,,,,,
12,https://www.tiktok.com/@oliver6060/video/7549223301264969015?is_from_webapp=1&sender_device=pc,OceanEyes_9,@oliver6060,"5,300,000",Humor,0,3.9M,73.4M,3.9,73.4,9/12/2025,ocean eyes,Billie Eilish,Contemporary R&B,2017,,3:20,1:48 - 1:57,9,,,,,,,,,
12,https://www.tiktok.com/t/ZTkbPnJcS/,OceanEyes_10,@ralphie_archie,"73,300",Animals,0,3.7M,23.2M,3.7,23.2,9/19/2025,ocean eyes,Billie Eilish,Contemporary R&B,2017,,3:20,1:48 - 1:58,10,,,,,,,,,
13,https://www.tiktok.com/t/ZTkks1Bnk/,NoOneNoticed_1,@paige_os,"24,800",Aesthetic,0,11.6M,67.6M,11.6,67.6,1/3/2025,No One Noticed (Extended Spanish),The Marias,Alternative/Indie,2024,"""hold me, console me ...""",4:44,2:33 - 2:48,15,98,97,310,98,0.6839,38,31,0.1842,Refrain
13,https://www.tiktok.com/t/ZTkksfgTr/,NoOneNoticed_2,@islabenny,"76,700",Wholesome/Emotional,0,8.2M,49.9M,8.2,49.9,7/28/2025,No One Noticed (Extended Spanish),The Marias,Alternative/Indie,2024,Remixed voiceover,4:44,2:09 - 2:29,20,,99,310,98,0.6839,41,32,0.2195,Refrain
13,https://www.tiktok.com/t/ZTkksPXut/,NoOneNoticed_3,@wockkingdaggerr,"77,800",Humor,0,7.1M,35.9M,7.1,35.9,7/25/2025,No One Noticed (Extended Spanish),The Marias,Alternative/Indie,2024,ending section,4:44,3:18 - 3:28,10,,97,310,98,0.6839,25,25,0.0,Chorus
13,https://www.tiktok.com/t/ZTkkshkwk/,NoOneNoticed_4,@l69hl,"34,900",Animals,0,6.4M,33.3M,6.4,33.3,6/24/2025,No One Noticed (Extended Spanish),The Marias,Alternative/Indie,2024,Remixed voiceover,4:44,2:09 - 2:29,20,,,,,,,,,
13,https://www.tiktok.com/t/ZTkks4nmY/,NoOneNoticed_5,@hafsa_a08,"39,200",Wholesome/Emotional,0,5.8M,33.5M,5.8,33.5,4/17/2025,No One Noticed (Extended Spanish),The Marias,Alternative/Indie,2024,Remixed voiceover,4:44,2:09 - 2:29,20,,,,,,,,,
13,https://www.tiktok.com/t/ZTkksbD1H/,NoOneNoticed_6,@userrabbycx,"12,600",Humor,0,5.4M,34M,5.4,34,6/30/2025,No One Noticed (Extended Spanish),The Marias,Alternative/Indie,2024,ending section,4:44,3:18 - 3:28,10,,,,,,,,,
13,https://www.tiktok.com/t/ZTkksooCS/,NoOneNoticed_7,@ari70534,"44,200",Animals,0,5.3M,26.8M,5.3,26.8,1/12/2025,No One Noticed (Extended Spanish),The Marias,Alternative/Indie,2024,ending (spanish),4:44,3:41 - 4:08,27,,94,335,112,0.6657,29,18,0.3793,Outro
13,https://www.tiktok.com/t/ZTkkGXTRr/,NoOneNoticed_8,@simahesri,"2,100,000",Wholesome/Emotional,0,4.9M,40.1M,4.9,40.1,4/13/2025,No One Noticed (Extended Spanish),The Marias,Alternative/Indie,2024,"""hold me, console me ...""",4:44,2:33 - 2:48,15,,,,,,,,,
13,https://www.tiktok.com/t/ZTkkGWjJt/,NoOneNoticed_9,@sere.carri,"23,500",Wholesome/Emotional,0,4.7M,27.3M,4.7,27.3,9/17/2025,No One Noticed (Extended Spanish),The Marias,Alternative/Indie,2024,Remixed voiceover,4:44,2:09 - 2:29,20,,,,,,,,,
13,https://www.tiktok.com/t/ZTkkp3VRX/,NoOneNoticed_10,@jsskld1,"48,700",Wholesome/Emotional,0,4.7M,20.8M,4.7,20.8,1/5/2026,No One Noticed (Extended Spanish),The Marias,Alternative/Indie,2024,ending (spanish),4:44,3:41 - 4:08,27,,,,,,,,,
14,https://www.tiktok.com/@austineeee_/video/7555170953857109255?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366,BackToFriends_1,@austineeee_,"48,900",Wholesome/Emotional,0,17.8M,105.3M,17.8,105.3,9/28/2025,back to friends,sombr,Alternative/indie,2025,"""last december""",3:19,1:04 - 1:16,12,93,93,191,77,0.5969,13,13,0.0000,Verse 2
14,https://www.tiktok.com/@zaynazaan1/video/7553903939591113991?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366,BackToFriends_2,@zaynazaan1,"100,200",Wholesome/Emotional,0,13.7M,206.9M,13.7,206.9,9/25/2025,back to friends,sombr,Alternative/indie,2025,"slowed down, ""how can we go""",3:19,2:15 - 2:31,16,,82,,,,23,20,0.1304,Chorus
14,https://www.tiktok.com/@thousandmiles_09/video/7534399227598802194?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366,BackToFriends_3,@thousandmiles_09,"195,600",Wholesome/Emotional,0,11M,57.3M,11,57.3,8/3/2025,back to friends,sombr,Alternative/indie,2025,"slowed down ""i was scared...""",3:19,1:19 - 1:34,15,,84,,,,29,25,0.1379,"Verse 2, Chorus"
14,https://www.tiktok.com/@isabels_flores/video/7507734997646855467?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366,BackToFriends_4,@isabels_flores,"619,100",Aesthetic,0,10M,54.9M,10,54.9,5/23/2025,back to friends,sombr,Alternative/indie,2025,"regular tempo, ""how can we go""",3:19,2:15 - 2:31,16,,93,,,,23,20,0.1304,Chorus
14,https://www.tiktok.com/@aldisyhptraa_/video/7510272057804983557?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366,BackToFriends_5,@aldisyhptraa_,"37,500",Wholesome/Emotional,0,9.7M,50.3M,9.7,50.3,5/30/2025,back to friends,sombr,Alternative/indie,2025,"slowed down ""i was scared...""",3:19,1:19 - 1:34,15,,,,,,,,,
14,https://www.tiktok.com/@iievavsvet/video/7486936862481714454?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366,BackToFriends_6,@iievavsvet,"46,600",Wholesome/Emotional,0,9.1M,47.4M,9.1,47.4,3/28/2025,back to friends,sombr,Alternative/indie,2025,"regular tempo, ""how can we go""",3:19,2:15 - 2:31,16,,,,,,,,,
14,https://www.tiktok.com/@sombr/video/7522965481066646815?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366,BackToFriends_7,@sombr,"5,000,000",Lip Sync,1,6.8M,44.8M,6.8,44.8,7/3/2025,back to friends,sombr,Alternative/indie,2025,"regular temp ""you were laying""",3:19,1:08 - 1:25,17,,93,,,,27,23,0.1481,Verse 2
14,https://www.tiktok.com/@sombr/video/7482143273478311199?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366,BackToFriends_8,@sombr,"5,000,000",Wholesome/Emotional,1,6.2M,33M,6.2,33,3/15/2025,back to friends,sombr,Alternative/indie,2025,"regular tempo, ""how can we go""",3:19,2:15 - 2:31,16,,,,,,,,,
14,https://www.tiktok.com/@not.megaa/video/7503864486638423318?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366,BackToFriends_9,@not.megaa,"212,600",Aesthetic,0,6.2M,33M,6.2,33,5/13/2025,back to friends,sombr,Alternative/indie,2025,"slowed down ""i was scared...""",3:19,1:19 - 1:34,15,,,,,,,,,
14,https://www.tiktok.com/@ponder_sonder/video/7500305340399897887?is_from_webapp=1&sender_device=pc&web_id=7005432729274959366,BackToFriends_10,@ponder_sonder,"56,900",Aesthetic,0,5.6M,30.3M,5.6,30.3,5/3/2025,back to friends,sombr,Alternative/indie,2025,"slowed down ""i was scared...""",3:19,1:19 - 1:34,15,,,,,,,,,
15,https://www.tiktok.com/t/ZTkSJuUbc/,Sparks_1,@storieztold,"254,000",Animals,0,15.1M,92.6M,15.1,92.6,7/22/2024,Sparks,Coldplay,Alternative rock,2000,,3:46,0:53 - 1:10,17,103,103,109,49,0.5505,15,13,0.1333,Verse 1
15,https://www.tiktok.com/t/ZTkSJ3mjM/,Sparks_2,@woofers67,"105,100",Wholesome/Emotional,0,12.2M,94.5M,12.2,94.5,11/19/2025,Sparks,Coldplay,Alternative rock,2000,,3:46,0:39 - 2:59,140,103,103,109,49,0.5505,81,43,0.4691,"Verse 1, Chorus, Verse 2, Chorus, Bridge"
15,https://www.tiktok.com/t/ZTkSeRjVn/,Sparks_3,@alexia.eats,"230,500",Wholesome/Emotional,0,10.8M,56.7M,10.8,56.7,11/16/2025,Sparks,Coldplay,Alternative rock,2000,,3:46,0:53 - 1:54,61,103,103,109,49,0.5505,21,15,0.2857,"Verse 1, Chorus "
15,https://www.tiktok.com/t/ZTkSeXNjD/,Sparks_4,@davdlifts,"4,100,000",Wholesome/Emotional,0,8.8M,112.4M,8.8,112.4,5/20/2025,Sparks,Coldplay,Alternative rock,2000,,3:46,0:53 - 1:54,61,103,103,109,49,0.5505,21,15,0.2857,"Verse 1, Chorus "
15,https://www.tiktok.com/t/ZTkSeHdHQ/,Sparks_5,@tallgrassdiaries,"89,200",Animals,0,6.9M,73.2M,6.9,73.2,11/11/2025,Sparks,Coldplay,Alternative rock,2000,,3:46,0:00 - 2:56,176,103,103,109,49,0.5505,82,44,0.4634,"Verse 1, Chorus, Verse 2, Chorus "
15, https://www.tiktok.com/t/ZTkSeQ67C/,Sparks_6,@bhersheyy,"22,500",Aesthetic,0,6.9M,39.6M,6.9,39.6,10/5/2025,Sparks,Coldplay,Alternative rock,2000,,3:46,0:53 - 1:12,19,103,103,109,49,0.5505,15,13,0.1333,Verse 1
15,https://www.tiktok.com/t/ZTkSd9JAg/,Sparks_7,@whoisscelyy,"13,000",Wholesome/Emotional,0,5.4M,31.4M,,,1/5/2025,Sparks,Coldplay,Alternative rock,2000,,3:46,0:53 - 1:17,24,103,103,109,49,0.5505,18,15,0.1667,"Verse 1, Chorus"
15,https://www.tiktok.com/t/ZTkSdaEMt/,Sparks_8,@thickyvic,"3,478",Aesthetic,0,4.6M,19.9M,,,7/11/2025,Sparks,Coldplay,Alternative rock,2000,Concert audio clip...,3:46,2:18 - 2:33,15,103,103,109,49,0.5505,22,14,0.3636,Verse 2
15,https://www.tiktok.com/t/ZTkSdaGks/,Sparks_9,@not.offical.jank,"4,272",Wholesome/Emotional,0,3.9M,19.9M,,,6/26/2025,Sparks,Coldplay,Alternative rock,2000,Concert audio clip...,3:46,2:18 - 2:33,15,103,103,109,49,0.5505,22,14,0.3636,Verse 2
15,https://www.tiktok.com/t/ZTkSdSJkG/,Sparks_10,@beaunosebones,"2,600,000",Animals,0,3.9M,27.7M,,,8/24/2025,Sparks,Coldplay,Alternative rock,2000,,3:46,0:53 - 1:54,61,103,103,109,49,0.5505,21,15,0.2857,"Verse 1, Chorus "
16,https://www.tiktok.com/@jennyhan/video/7449877349627170094,ThatsSoTrue_1,@jennyhan,"6,100,000",Lip Sync,1,7.2M,48.6M,7.2,48.6,12/18/24,That's So True,Gracie Abrams,Folk-pop,2024,what'd she do,2:46,0:44 - 1:11,27,109,109,,,#DIV/0!,,,#DIV/0!,Verse 2 + Pre-Chorus
16,https://www.tiktok.com/@victoriajustice/video/7445420910644841774,ThatsSoTrue_2,@victoriajustice,"5,700,000",Lip Sync,1,5.4M,36.9M,5.4,36.9,12/6/24,That's So True,Gracie Abrams,Folk-pop,2024,what'd extended,2:46,0:43 - 1:27,44,109,109,,,,,,,Verse 2 + Pre-chorus + Chorus
16,https://www.tiktok.com/@xoghibli/video/7447187042141850885,ThatsSoTrue_3,@xoghibli,"174,000",Edit,0,5.1M,44M,5.1,44,12/11/24,That's So True,Gracie Abrams,Folk-pop,2024,start to endish,2:46,0:00 - 2:14,134,109,109,,,,,,,Verse 1 + Pre-Chorus + Chorus + Verse 2 + Bridge
16,https://www.tiktok.com/@aqeelaaz_/video/7465597019298548997,ThatsSoTrue_4,@aqeelaaz_,"5,600,000",Lip Sync,0,4.6M,52.8M,4.6,52.8,1/30/25,That's So True,Gracie Abrams,Folk-pop,2024,room,2:46,0:35 - 0:41,6,109,109,,,,,,,Chorus
16,https://www.tiktok.com/@emily.blaire/video/7485111498902179079,ThatsSoTrue_5,@emily.blaire,"69,000",Lip Sync,0,4.1M,20.7M,4.1,20.7,3/23/25,That's So True,Gracie Abrams,Folk-pop,2024,what'd she do,2:46,0:43 - 1:06,23,109,109,,,,,,,Verse 2 + Pre-Chorus
16,https://www.tiktok.com/@iamurhope/video/7589958261168688392,ThatsSoTrue_6,@iamurhope,"17,800,000",Edit,1,4.1M,19.9M,4.1,19.9,12/31/25,That's So True,Gracie Abrams,Folk-pop,2024,"""And with that""/ so true",2:46,1:41 - 1:54,13,109,109,,,,,,,Chorus + Bridge
16,https://www.tiktok.com/@tteeniee/video/7443462278688574766,ThatsSoTrue_7,@tteeniee,"39,500",Wholesome/Emotional,0,3.7M,21.5M,3.7,21.5,12/1/24,That's So True,Gracie Abrams,Folk-pop,2024,not my business,2:46,1:05 - 1:26,21,109,109,,,,,,,Pre Chorus + Chorus
16,https://www.tiktok.com/@drkk2023/video/7455847118717177106,ThatsSoTrue_8,@drkk2023,"29,600",Humor,0,3.5M,48.8M,3.5,48.8,1/3/25,That's So True,Gracie Abrams,Folk-pop,2024,What'd short,2:46,0:43 - 0:56,13,109,109,,,,,,,Verse 2
16,https://www.tiktok.com/@charlidamelio/video/7450344932721724718,ThatsSoTrue_9,@charlidamelio,"157,400,000",Lip Sync,1,3.2M,27.3M,3.2,27.3,12/19/24,That's So True,Gracie Abrams,Folk-pop,2024,What'd short,2:46,0:43 - 0:57,14,109,109,,,,,,,Verse 2
16,https://www.tiktok.com/@looooooooch/video/7452619477687995666,ThatsSoTrue_10,@looooooooch,"15,900,000",Lip Sync,1,3.1M,30.1M,3.1,30.1,12/26/24,That's So True,Gracie Abrams,Folk-pop,2024,Sped Up/ so true,2:46,1:42 - 1:54,12,109,119,,,,,,,Chorus + Bridge
17,https://www.tiktok.com/t/ZTkSqgtT5/,LetDown_1,@naomislittlepets,"68,400",Animals,0,7.1M,30.8M,7.1,30.8,10/12/2025,Let Down,Radiohead,Alternative rock,1997,,4:59,3:42 - 4:34,52,102,106,174,75,0.5690,65,37,0.4308,Verse 3 and Chorus
17,https://www.tiktok.com/t/ZTkSbGa49/,LetDown_2,@bigbackedrats,"2,700,000",Humor,0,5.3M,26.4M,5.3,26.4,6/4/2025,Let Down,Radiohead,Alternative rock,1997,,4:59,3:40 - 3:47,7,102,106,174,75,0.5690,7,4,0.4286,Verse 3
17,https://www.tiktok.com/t/ZTkSgym62/,LetDown_3,@carloandsarah,"6,700,000",Wholesome/Emotional,0,5M,37M,5,37,8/18/2025,Let Down,Radiohead,Alternative rock,1997,,4:59,3:40 - 3:52,12,102,106,174,75,0.5690,13,5,0.6154,Verse 3
17,https://www.tiktok.com/t/ZTkSp1Qf8/,LetDown_4,@httpgrl,"5,610",Wholesome/Emotional,0,4.3M,28.4M,4.3,28.4,8/15/2025,Let Down,Radiohead,Alternative rock,1997,,4:59,3:40 - 3:50,10,102,106,174,75,0.5690,13,5,0.6154,Verse 3
17,https://www.tiktok.com/t/ZTkSp8nJ9/,LetDown_5,@niccolocosci,"281,200",Wholesome/Emotional,0,4.1M,24.7M,4.1,24.7,5/24/2025,Let Down,Radiohead,Alternative rock,1997,,4:59,3:40 - 3:47,7,102,106,174,75,0.5690,7,4,0.4286,Verse 3
